#nx=3 [0.00000000000E+00,1.00000000000E-01] [1.00000000000E-01,2.00000000000E-01] [2.00000000000E-01,3.00000000000E-01] [3.00000000000E-01,4.00000000000E-01] [4.00000000000E-01,5.00000000000E-01] [5.00000000000E-01,6.00000000000E-01] [6.00000000000E-01,7.00000000000E-01] [7.00000000000E-01,8.00000000000E-01] [8.00000000000E-01,9.00000000000E-01] [9.00000000000E-01,1.00000000000E+00] [1.00000000000E+00,1.20000000000E+00] [1.20000000000E+00,1.30000000000E+00] [1.30000000000E+00,1.40000000000E+00] [1.40000000000E+00,1.50000000000E+00] [1.50000000000E+00,1.60000000000E+00] [1.60000000000E+00,1.70000000000E+00] [1.70000000000E+00,1.80000000000E+00] [1.80000000000E+00,1.90000000000E+00] [1.90000000000E+00,2.00000000000E+00] [2.00000000000E+00,2.10000000000E+00] [2.10000000000E+00,2.20000000000E+00] [2.20000000000E+00,2.30000000000E+00] [2.30000000000E+00,2.40000000000E+00] [2.40000000000E+00,2.50000000000E+00] [2.50000000000E+00,2.60000000000E+00] [2.60000000000E+00,2.70000000000E+00] [2.70000000000E+00,2.80000000000E+00] [2.80000000000E+00,2.90000000000E+00] [2.90000000000E+00,3.00000000000E+00] [3.00000000000E+00,3.10000000000E+00] [3.10000000000E+00,3.20000000000E+00] [3.20000000000E+00,3.30000000000E+00] [3.30000000000E+00,3.40000000000E+00] [3.40000000000E+00,3.50000000000E+00] [3.50000000000E+00,3.60000000000E+00] [3.60000000000E+00,3.70000000000E+00] [3.70000000000E+00,3.80000000000E+00] [3.80000000000E+00,3.90000000000E+00] [3.90000000000E+00,4.00000000000E+00] [4.00000000000E+00,4.20000000000E+00] [4.20000000000E+00,4.40000000000E+00] 
../LO/LOjob/044/00/WpJ.WpJ_LO.LO.abs_yj1.s4400.tab.gz 8.37990191005E-03 8.53435622307E-03 8.16385282386E-03 8.52864066863E-03 8.38459963953E-03 8.36108660526E-03 8.40027027418E-03 8.21984302511E-03 8.22353717324E-03 8.43548678107E-03 8.41085338237E-03 8.38182627933E-03 8.26030938398E-03 8.48630029629E-03 8.19159311339E-03 8.18872099558E-03 8.14472559432E-03 8.23691003098E-03 8.37798619570E-03 8.49830560197E-03 8.18724874669E-03 8.36469954791E-03 8.26837608037E-03 8.55125087673E-03 8.06767061657E-03 8.47958372756E-03 7.98913838271E-03 8.65569669110E-03 8.40025089293E-03 8.31849395809E-03 8.29883835390E-03 8.37177920889E-03 8.07012605719E-03 5.64926397629E-03 8.61522607290E-03 8.24176308693E-03 8.42758214003E-03 8.38356074347E-03 8.45763720751E-03 8.32560520178E-03 8.30763845132E-03
../LO/LOjob/086/00/WpJ.WpJ_LO.LO.abs_yj1.s8600.tab.gz 8.28667376987E-03 8.49341834898E-03 8.23886523872E-03 8.30445475283E-03 8.34722694436E-03 8.13609651828E-03 8.44233398892E-03 8.43997106429E-03 8.28225125117E-03 8.28969732677E-03 0.00000000000E+00 8.37213776035E-03 8.31683112890E-03 8.38729030798E-03 8.24421712116E-03 8.39560662516E-03 8.45729875525E-03 8.57938766483E-03 8.38294127904E-03 8.02702724609E-03 8.27476886582E-03 8.36753724859E-03 8.00116709067E-03 8.46985906628E-03 8.57519435602E-03 8.18273973202E-03 8.48583940416E-03 8.07272676258E-03 8.14509921547E-03 8.11157493219E-03 8.50087422168E-03 8.56377767600E-03 8.52419362349E-03 8.31393449673E-03 8.53726338127E-03 8.39057794431E-03 8.50896037308E-03 8.29435607897E-03 8.29733054039E-03 8.40781643884E-03 8.57859576294E-03
../LO/LOjob/082/00/WpJ.WpJ_LO.LO.abs_yj1.s8200.tab.gz 8.34765639387E-03 8.36158671019E-03 8.35661861833E-03 8.33679608310E-03 8.39661175577E-03 8.36458795561E-03 8.38625346157E-03 8.34390305163E-03 8.18754725782E-03 8.45807469213E-03 8.45920826854E-03 8.34041210110E-03 8.34448724963E-03 8.29068996579E-03 8.27489515448E-03 8.44353892577E-03 8.47449483743E-03 8.55110410407E-03 8.08737543962E-03 8.56714009693E-03 8.40744450219E-03 8.13733276983E-03 8.25651560274E-03 7.85251309206E-03 8.16102442995E-03 8.64491972510E-03 8.58296531111E-03 8.51429028981E-03 8.53319203967E-03 8.13303572448E-03 8.63067671958E-03 8.56378559569E-03 7.94104294776E-03 8.59755825581E-03 8.49553373458E-03 8.33950082693E-03 8.52979126495E-03 7.35828632429E-03 8.37364254816E-03 8.36933269274E-03 8.37081273894E-03
../LO/LOjob/107/00/WpJ.WpJ_LO.LO.abs_yj1.s10700.tab.gz 8.29974893850E-03 8.33966286021E-03 8.37879082666E-03 8.40760190806E-03 8.21476064064E-03 8.42373888282E-03 8.22028571222E-03 8.38828476746E-03 8.38301837777E-03 8.35111511870E-03 8.29540355335E-03 8.22233164108E-03 8.12460160592E-03 8.30192132046E-03 8.40327340982E-03 8.33855642475E-03 8.20989335769E-03 8.50592441392E-03 8.31820635732E-03 8.65455649218E-03 8.14716216063E-03 8.27206912507E-03 8.40523344482E-03 8.18294971989E-03 8.22831578648E-03 8.34686502437E-03 8.63302438583E-03 8.73068747972E-03 8.02929784667E-03 8.57241405372E-03 8.40395614250E-03 8.39428358598E-03 8.38732948681E-03 8.56446703433E-03 8.52962431680E-03 8.27597648762E-03 5.39838406562E-03 8.34182969991E-03 8.24486157831E-03 8.41263339874E-03 8.15971485434E-03
../LO/LOjob/032/00/WpJ.WpJ_LO.LO.abs_yj1.s3200.tab.gz 8.22592481048E-03 8.45905326631E-03 8.44576694993E-03 8.32643740216E-03 8.37542957580E-03 8.39170637745E-03 8.33583647751E-03 8.37559146525E-03 8.41861440534E-03 8.13978374222E-03 8.42185705985E-03 8.27915563279E-03 8.32409384968E-03 8.16935272537E-03 8.40088408144E-03 8.60161177612E-03 8.48472108549E-03 8.33584974479E-03 8.30111610352E-03 8.52811999588E-03 8.41164418803E-03 8.22264118417E-03 8.41442569336E-03 8.19486522432E-03 8.32147452629E-03 8.65453193127E-03 8.36139038947E-03 7.83689809352E-03 8.04813644694E-03 8.47046048510E-03 8.56134371204E-03 8.68905271052E-03 8.40408240146E-03 8.49962537305E-03 7.78415977346E-03 8.26243921473E-03 8.56817150261E-03 8.23131578341E-03 8.42375693859E-03 8.14196559466E-03 8.39874460996E-03
../LO/LOjob/103/00/WpJ.WpJ_LO.LO.abs_yj1.s10300.tab.gz 8.39930681530E-03 8.29606090426E-03 8.38865172858E-03 8.35574715239E-03 8.27974897198E-03 8.37771390509E-03 8.31772039273E-03 8.31696995349E-03 8.37977312861E-03 8.39755137746E-03 8.39397389819E-03 8.14389385735E-03 8.41497093189E-03 8.18949824481E-03 8.22326872540E-03 8.46461643206E-03 8.30899306945E-03 8.45002337679E-03 8.52985238549E-03 8.59154687257E-03 8.33182434917E-03 8.34047341822E-03 8.47478497064E-03 8.27597179853E-03 8.60058260324E-03 8.36296769774E-03 8.07205341586E-03 8.25911151296E-03 8.50671050710E-03 8.63753745148E-03 8.60632999251E-03 8.31071249252E-03 8.32534038503E-03 8.09250974816E-03 8.63207220703E-03 8.51134874969E-03 8.43177804791E-03 8.26748278106E-03 8.25445390929E-03 8.35264362901E-03 8.64495484581E-03
../LO/LOjob/074/00/WpJ.WpJ_LO.LO.abs_yj1.s7400.tab.gz 8.26883988516E-03 8.33105004846E-03 8.38216246032E-03 8.31296113179E-03 8.37268998709E-03 8.36236716523E-03 8.36926195822E-03 8.30383322605E-03 8.25764038950E-03 8.51371648486E-03 8.36030298006E-03 8.39339994306E-03 8.47778468760E-03 8.41258869671E-03 8.38326157694E-03 8.31587212058E-03 8.26475805707E-03 8.30166301621E-03 8.41516065339E-03 8.39156512894E-03 8.35247623890E-03 8.47360972846E-03 8.11695429468E-03 8.59906178329E-03 8.05424087969E-03 8.20052058757E-03 8.20274463264E-03 8.10397918731E-03 8.00862418031E-03 7.95890359958E-03 8.23037495173E-03 7.65412112036E-03 8.39442502232E-03 8.38952208173E-03 8.61688669004E-03 8.48579574614E-03 8.46184453422E-03 8.41152509026E-03 8.59172095025E-03 8.35389235296E-03 8.29378506804E-03
../LO/LOjob/070/00/WpJ.WpJ_LO.LO.abs_yj1.s7000.tab.gz 8.29419027501E-03 8.45772468777E-03 8.34890656094E-03 8.40176325014E-03 8.30250762246E-03 8.41843468054E-03 8.51574679763E-03 8.26302916894E-03 8.37929845670E-03 8.42596691005E-03 8.44421058968E-03 8.29512814952E-03 8.31790298346E-03 8.30010056338E-03 8.44691292275E-03 8.22307015007E-03 8.25583480904E-03 8.27930823402E-03 8.34313105172E-03 8.50347688426E-03 8.52310863448E-03 8.53110374216E-03 8.31835412862E-03 8.68813376703E-03 8.51331162918E-03 8.41086018539E-03 8.57830977174E-03 7.78670434434E-03 8.33084731056E-03 8.49158777320E-03 8.38770732507E-03 7.17272570433E-03 8.44629454378E-03 8.45880178901E-03 8.65832803679E-03 8.25327439197E-03 8.39949622552E-03 8.43202975643E-03 8.51319518935E-03 8.48965315886E-03 8.49201299086E-03
../LO/LOjob/020/00/WpJ.WpJ_LO.LO.abs_yj1.s2000.tab.gz 8.40410784804E-03 8.27440405229E-03 8.39674412664E-03 8.32802351479E-03 8.39254570345E-03 8.28383188297E-03 8.52586272162E-03 8.39060906168E-03 8.44142281211E-03 8.40763901878E-03 8.45985495784E-03 8.31691008951E-03 8.35415208235E-03 8.46499017730E-03 8.28466684401E-03 8.35425182967E-03 8.29148757515E-03 8.48796556507E-03 8.34263617399E-03 8.32173794098E-03 0.00000000000E+00 8.30859165316E-03 8.52785972298E-03 8.10417664830E-03 8.25122799408E-03 8.06550755646E-03 8.42365672520E-03 8.20509112059E-03 8.70688949742E-03 8.08372276042E-03 8.36638823451E-03 8.61508875432E-03 8.51047986500E-03 8.53877605019E-03 8.53174726693E-03 8.44902257187E-03 8.48243123056E-03 8.36985560977E-03 8.39098382702E-03 8.33572346534E-03 8.29764177587E-03
../LO/LOjob/062/00/WpJ.WpJ_LO.LO.abs_yj1.s6200.tab.gz 8.37407476101E-03 8.31958253429E-03 8.38495992239E-03 8.34446425148E-03 8.42703308972E-03 8.46418897582E-03 8.54890070815E-03 8.32054679215E-03 8.22473594336E-03 8.30585993922E-03 8.45442052082E-03 8.22282929722E-03 8.41844949168E-03 8.23889673924E-03 8.41214498137E-03 8.34726319659E-03 8.47105508508E-03 8.36551901978E-03 8.35079691595E-03 8.26880050786E-03 8.23192318934E-03 8.59429204731E-03 8.16299627751E-03 8.36398541344E-03 8.57720736222E-03 8.62613909628E-03 8.46442412644E-03 8.02431624256E-03 8.07893704923E-03 8.43259737758E-03 7.66728599658E-03 8.60668091504E-03 8.56555912233E-03 8.05835703154E-03 8.72610330964E-03 8.22751489976E-03 8.33302922424E-03 8.40630241427E-03 8.21356454296E-03 8.22947613731E-03 8.42510495079E-03
../LO/LOjob/019/00/WpJ.WpJ_LO.LO.abs_yj1.s1900.tab.gz 8.41407682125E-03 8.36425912259E-03 8.35066064812E-03 8.34806995472E-03 8.37951426964E-03 8.28745385670E-03 8.15132476590E-03 8.31653770640E-03 8.35238653030E-03 8.42041175839E-03 8.43873419245E-03 8.33798789658E-03 8.49712240383E-03 8.34491496364E-03 8.38518528072E-03 8.35055583173E-03 8.27093035609E-03 8.25103032732E-03 8.40325672968E-03 8.50962937345E-03 8.62235705452E-03 8.48165505998E-03 8.21813849926E-03 8.33522196462E-03 8.00429078422E-03 8.27365619799E-03 8.20733911700E-03 8.17930632358E-03 8.53524356178E-03 8.13728250368E-03 8.57918764875E-03 8.60640207823E-03 8.50177915437E-03 8.48561080599E-03 8.69142936266E-03 8.31114454045E-03 8.56949909458E-03 8.40600500654E-03 8.37299278235E-03 8.18377500939E-03 8.21925843370E-03
../LO/LOjob/057/00/WpJ.WpJ_LO.LO.abs_yj1.s5700.tab.gz 8.48407969292E-03 8.47917621011E-03 8.35793732683E-03 8.32910511871E-03 8.50394965532E-03 8.45736387637E-03 8.19828850904E-03 8.21120902992E-03 8.24550851833E-03 8.36414332142E-03 8.43998715199E-03 8.47345547485E-03 8.34334178172E-03 8.22259246247E-03 8.35332472828E-03 8.24788933626E-03 8.40400395786E-03 8.31313944373E-03 8.27536080888E-03 8.16770669876E-03 8.39753368908E-03 8.42246300887E-03 8.57134189131E-03 8.54873137004E-03 8.11301870089E-03 8.46782482482E-03 7.91451704094E-03 8.39879567625E-03 8.48308184469E-03 8.43234910975E-03 8.09413160824E-03 8.52696934474E-03 8.44947084624E-03 7.97899798073E-03 8.61701230129E-03 8.29021961979E-03 8.52331259039E-03 8.37888448376E-03 8.15401657094E-03 8.14557258864E-03 8.34560565300E-03
../LO/LOjob/099/00/WpJ.WpJ_LO.LO.abs_yj1.s9900.tab.gz 8.21523556611E-03 8.23669411799E-03 8.26744666937E-03 8.32158753305E-03 8.13802325313E-03 8.24739019391E-03 8.40624831190E-03 8.17245397893E-03 8.35931255686E-03 8.14025001736E-03 8.40315110939E-03 8.40183664949E-03 8.21270146907E-03 8.41562173239E-03 8.26991761936E-03 8.16332535017E-03 8.39889575451E-03 8.28706635333E-03 8.31453324122E-03 8.17249452803E-03 8.58785779612E-03 8.62345421487E-03 8.57833890313E-03 8.38271969293E-03 7.89327826441E-03 8.18452509006E-03 8.21327820574E-03 8.42615304149E-03 8.30274715452E-03 8.62808926824E-03 8.58610889536E-03 8.62312988034E-03 8.53828012964E-03 8.47240928872E-03 8.52424292075E-03 8.53081957901E-03 8.45268350821E-03 8.42170780805E-03 8.29556511556E-03 8.32947227074E-03 8.46011265893E-03
../LO/LOjob/007/00/WpJ.WpJ_LO.LO.abs_yj1.s700.tab.gz 8.37634694171E-03 8.51349009994E-03 8.29105045849E-03 8.38806946546E-03 8.24877457680E-03 8.33048919255E-03 8.11054871993E-03 8.34720757816E-03 8.18127817389E-03 8.27476572170E-03 8.41373370530E-03 8.29070081745E-03 8.36943541055E-03 8.30915340630E-03 8.31584470555E-03 8.24648551782E-03 8.32719588923E-03 8.24512089789E-03 8.39829048262E-03 8.26970356168E-03 8.54468911501E-03 8.31310950240E-03 8.40050432281E-03 7.77282302887E-03 8.43593019523E-03 8.68565048454E-03 8.61570580575E-03 8.73334610667E-03 8.58116620286E-03 8.02427615412E-03 7.06352334432E-03 7.65057542621E-03 8.46453093743E-03 8.51169216462E-03 8.60868817307E-03 8.41964865038E-03 8.32826645646E-03 8.34875964518E-03 8.34242370711E-03 8.18451416507E-03 8.36420349265E-03
../LO/LOjob/003/00/WpJ.WpJ_LO.LO.abs_yj1.s300.tab.gz 8.29160164244E-03 8.46281093127E-03 8.29568076411E-03 8.35132458889E-03 8.29841526741E-03 8.23347243870E-03 8.10748368515E-03 8.37682256002E-03 8.38218237899E-03 8.42897225992E-03 8.41053255386E-03 8.33694041739E-03 8.40952275133E-03 8.37007406568E-03 8.16622704012E-03 8.13853366347E-03 8.38203034296E-03 8.32735286316E-03 8.21810911352E-03 8.15957120658E-03 8.35682647544E-03 8.38561450643E-03 8.62513009450E-03 8.54212541674E-03 7.99823051492E-03 8.41469876475E-03 7.91618560163E-03 7.83639684389E-03 8.34691431044E-03 8.27605680349E-03 8.42051828547E-03 8.55994765132E-03 8.42722010936E-03 8.46806258863E-03 8.41569605356E-03 8.32942499473E-03 8.37972575480E-03 8.55560557953E-03 8.47175826755E-03 8.34480035672E-03 8.43545860754E-03
../LO/LOjob/049/00/WpJ.WpJ_LO.LO.abs_yj1.s4900.tab.gz 8.50532153876E-03 8.48210486272E-03 8.37626934168E-03 8.37183315353E-03 8.44351653529E-03 8.21625593047E-03 8.33741033866E-03 8.41398421400E-03 8.40380243085E-03 8.47418843133E-03 8.32063054624E-03 8.29075769740E-03 8.17441212311E-03 8.39937781285E-03 8.43282233834E-03 8.33453434661E-03 8.45010505090E-03 8.24006384257E-03 8.50624606150E-03 8.48807043910E-03 8.52409919207E-03 8.35737947271E-03 8.21655738404E-03 8.36478810461E-03 8.54372765315E-03 8.02061680613E-03 8.27856293843E-03 7.91936768993E-03 8.57830082540E-03 7.74421425217E-03 8.58403895469E-03 8.49118586484E-03 8.47416567609E-03 8.45039868706E-03 6.82236174093E-03 8.25328168071E-03 8.49383937469E-03 8.24559018227E-03 8.30016769447E-03 8.26477191628E-03 8.46368692574E-03
