#nx=3 [5.00000000000E+01,1.00000000000E+02] [1.00000000000E+02,1.50000000000E+02] [1.50000000000E+02,2.00000000000E+02] [2.00000000000E+02,2.50000000000E+02] [2.50000000000E+02,3.00000000000E+02] [3.00000000000E+02,3.50000000000E+02] [3.50000000000E+02,4.00000000000E+02] [4.00000000000E+02,4.50000000000E+02] [4.50000000000E+02,5.00000000000E+02] [5.00000000000E+02,5.50000000000E+02] [5.50000000000E+02,6.00000000000E+02] [6.00000000000E+02,6.50000000000E+02] [6.50000000000E+02,7.00000000000E+02] [7.00000000000E+02,8.00000000000E+02] [8.00000000000E+02,9.00000000000E+02] [9.00000000000E+02,1.00000000000E+03] [1.00000000000E+03,1.10000000000E+03] [1.10000000000E+03,1.20000000000E+03] [1.20000000000E+03,1.40000000000E+03] [1.40000000000E+03,1.60000000000E+03] [1.60000000000E+03,2.50000000000E+03] 
../LO/LOjob/057/00/WpJ.WpJ_LO.LO.ht_full.s5700.tab.gz 8.40454212066E-03 8.34935853497E-03 8.33471172935E-03 8.33162701376E-03 8.32883482858E-03 8.33170435090E-03 8.33022901668E-03 8.32538217587E-03 8.33469930411E-03 8.34107116791E-03 8.33176505391E-03 8.34127749042E-03 8.32838566948E-03 8.33901305101E-03 8.34057354232E-03 8.40692753567E-03 8.36115168118E-03 8.33394476844E-03 8.39731003199E-03 8.26953128800E-03 8.37580437107E-03
../LO/LOjob/099/00/WpJ.WpJ_LO.LO.ht_full.s9900.tab.gz 8.28271605614E-03 8.30622024626E-03 8.33497326151E-03 8.33015751682E-03 8.34496517340E-03 8.34217060730E-03 8.33681379153E-03 8.34569537589E-03 8.33300512499E-03 8.31774506302E-03 8.33816401431E-03 8.32257474471E-03 8.32081880022E-03 8.32715052043E-03 8.31331932042E-03 8.39900414510E-03 8.31544356247E-03 8.36192553846E-03 8.38432983509E-03 8.30435741852E-03 8.26816664842E-03
../LO/LOjob/007/00/WpJ.WpJ_LO.LO.ht_full.s700.tab.gz 7.79108399506E-03 8.33888371115E-03 8.33686198311E-03 8.33936023416E-03 8.33312168432E-03 8.32101858891E-03 8.32664162501E-03 8.33649837857E-03 8.32322785331E-03 8.35341285176E-03 8.31691209570E-03 8.33687701526E-03 8.33375751408E-03 8.33091729745E-03 8.31631355078E-03 8.40564119924E-03 8.33005108914E-03 8.29571739792E-03 8.42108683742E-03 8.38053053501E-03 8.33776681523E-03
../LO/LOjob/003/00/WpJ.WpJ_LO.LO.ht_full.s300.tab.gz 8.05868851106E-03 8.33033970957E-03 8.33048737106E-03 8.33877010590E-03 8.33545583391E-03 8.33391927603E-03 8.33146963972E-03 8.32823229477E-03 8.32699032289E-03 8.31849663186E-03 8.33463043056E-03 8.32963506511E-03 8.34042722927E-03 8.32248621054E-03 8.33667186165E-03 8.42125655048E-03 8.33529216403E-03 8.33372201983E-03 8.37735224062E-03 8.45448656298E-03 8.45423959020E-03
../LO/LOjob/049/00/WpJ.WpJ_LO.LO.ht_full.s4900.tab.gz 8.17553080669E-03 8.34945628843E-03 8.33547302827E-03 8.32440403849E-03 8.33674382035E-03 8.32057245867E-03 8.31241072350E-03 8.34112844022E-03 8.34064718787E-03 8.31645894300E-03 8.33143483019E-03 8.33739700399E-03 8.34207012561E-03 8.31541827894E-03 8.34238800171E-03 8.39689530360E-03 8.30339825581E-03 8.32121929315E-03 8.39535858457E-03 8.35811860036E-03 8.35744598586E-03
../LO/LOjob/045/00/WpJ.WpJ_LO.LO.ht_full.s4500.tab.gz 8.58391684774E-03 8.32630651736E-03 8.33134625803E-03 8.33521984152E-03 8.34146479609E-03 8.32856461952E-03 8.32850468728E-03 8.33069381728E-03 8.32217739011E-03 8.33856336926E-03 8.34236462764E-03 8.34029543309E-03 8.31841632641E-03 8.33510198550E-03 8.33005793476E-03 8.39245330974E-03 8.33153434569E-03 8.36714345816E-03 8.37166850776E-03 8.35222662956E-03 8.47112604697E-03
../LO/LOjob/087/00/WpJ.WpJ_LO.LO.ht_full.s8700.tab.gz 8.48450156429E-03 8.35295668646E-03 8.33736775327E-03 8.32465643658E-03 8.32498106402E-03 8.33047085365E-03 8.34872862020E-03 8.34649866997E-03 8.33842132096E-03 8.35573024596E-03 8.33594455966E-03 8.34862189603E-03 8.32108813870E-03 8.33627456195E-03 8.31852729460E-03 8.41494379511E-03 8.36816996594E-03 8.34158482071E-03 8.39218203879E-03 8.25919851073E-03 8.33460520118E-03
../LO/LOjob/083/00/WpJ.WpJ_LO.LO.ht_full.s8300.tab.gz 8.27889734518E-03 8.34821598870E-03 8.33099748178E-03 8.34104671185E-03 8.32319146691E-03 8.32233545298E-03 8.34074658160E-03 8.33509975895E-03 8.33459386384E-03 8.32087414200E-03 8.33164153931E-03 8.33151664338E-03 8.30662274377E-03 8.34448105076E-03 8.34733776494E-03 8.42396453684E-03 8.31957254034E-03 8.36968662195E-03 8.37110893335E-03 8.31253021906E-03 8.47854757829E-03
../LO/LOjob/037/00/WpJ.WpJ_LO.LO.ht_full.s3700.tab.gz 7.80893904435E-03 8.31120984012E-03 8.32937376197E-03 8.32473116789E-03 8.34414108698E-03 8.32991089207E-03 8.33450063684E-03 8.34072329196E-03 8.31844560215E-03 8.34540401497E-03 8.33978775707E-03 8.33083451308E-03 8.34528814076E-03 8.33192954022E-03 8.34434625156E-03 8.39245330974E-03 8.32309869504E-03 8.34561476935E-03 8.42817419317E-03 8.35893404825E-03 8.54728431220E-03
../LO/LOjob/108/00/WpJ.WpJ_LO.LO.ht_full.s10800.tab.gz 7.80893904435E-03 8.31120984012E-03 8.32937376197E-03 8.32473116789E-03 8.34414108698E-03 8.32991089207E-03 8.33450063684E-03 8.34072329196E-03 8.31844560215E-03 8.34540401497E-03 8.33978775707E-03 8.33083451308E-03 8.34528814076E-03 8.33192954022E-03 8.34434625156E-03 8.42396453684E-03 8.32309869504E-03 8.34561476935E-03 8.38548106932E-03 8.35893404825E-03 8.54728431220E-03
../LO/LOjob/033/00/WpJ.WpJ_LO.LO.ht_full.s3300.tab.gz 8.17553080669E-03 8.34945628843E-03 8.33547302827E-03 8.32440403849E-03 8.33674382035E-03 8.32057245867E-03 8.31241072350E-03 8.34112844022E-03 8.34064718787E-03 8.31645894300E-03 8.33143483019E-03 8.33739700399E-03 8.34207012561E-03 8.31541827894E-03 8.34238800171E-03 8.39689530360E-03 8.30339825581E-03 8.32121929315E-03 8.37110893335E-03 8.35811860036E-03 8.47112604697E-03
../LO/LOjob/075/00/WpJ.WpJ_LO.LO.ht_full.s7500.tab.gz 8.05868851106E-03 8.33033970957E-03 8.33048737106E-03 8.33877010590E-03 8.33545583391E-03 8.33391927603E-03 8.33146963972E-03 8.32823229477E-03 8.32699032289E-03 8.31849663186E-03 8.33463043056E-03 8.32963506511E-03 8.34042722927E-03 8.32248621054E-03 8.33667186165E-03 8.42125655048E-03 8.33529216403E-03 8.33372201983E-03 8.37166850776E-03 8.45448656298E-03 8.35744598586E-03
../LO/LOjob/071/00/WpJ.WpJ_LO.LO.ht_full.s7100.tab.gz 7.79108399506E-03 8.33888371115E-03 8.33686198311E-03 8.33936023416E-03 8.33312168432E-03 8.32101858891E-03 8.32664162501E-03 8.33649837857E-03 8.32322785331E-03 8.35341285176E-03 8.31691209570E-03 8.33687701526E-03 8.33375751408E-03 8.33091729745E-03 8.31631355078E-03 8.40564119924E-03 8.33005108914E-03 8.29571739792E-03 8.39535858457E-03 8.38053053501E-03 8.45423959020E-03
../LO/LOjob/021/00/WpJ.WpJ_LO.LO.ht_full.s2100.tab.gz 8.28271605614E-03 8.30622024626E-03 8.33497326151E-03 8.33015751682E-03 8.34496517340E-03 8.34217060730E-03 8.33681379153E-03 8.34569537589E-03 8.33300512499E-03 8.31774506302E-03 8.33816401431E-03 8.32257474471E-03 8.32081880022E-03 8.32715052043E-03 8.31331932042E-03 8.39900414510E-03 8.31544356247E-03 8.36192553846E-03 8.37735224062E-03 8.30435741852E-03 8.33776681523E-03
../LO/LOjob/063/00/WpJ.WpJ_LO.LO.ht_full.s6300.tab.gz 8.40454212066E-03 8.34935853497E-03 8.33471172935E-03 8.33162701376E-03 8.32883482858E-03 8.33170435090E-03 8.33022901668E-03 8.32538217587E-03 8.33469930411E-03 8.34107116791E-03 8.33176505391E-03 8.34127749042E-03 8.32838566948E-03 8.33901305101E-03 8.34057354232E-03 8.40692753567E-03 8.36115168118E-03 8.33394476844E-03 8.42108683742E-03 8.26953128800E-03 8.26816664842E-03
../LO/LOjob/051/00/WpJ.WpJ_LO.LO.ht_full.s5100.tab.gz 8.51904829495E-03 8.32629488930E-03 8.33313167936E-03 8.33584305447E-03 8.33636581979E-03 8.33814559762E-03 8.35052488106E-03 8.33641568754E-03 8.33762133434E-03 8.36006789407E-03 8.31453147811E-03 8.31642131135E-03 8.33796139557E-03 8.34233125139E-03 8.33331140617E-03 8.39089503335E-03 8.33214107333E-03 8.32516706002E-03 8.38432983509E-03 8.33997262724E-03 8.37580437107E-03
../LO/LOjob/114/00/WpJ.WpJ_LO.LO.ht_full.s11400.tab.gz 8.34307627940E-03 8.36754159631E-03 8.33731845194E-03 8.33650069268E-03 8.33589423722E-03 8.33792701846E-03 8.33237665015E-03 8.33643924103E-03 8.31438350412E-03 8.33855504090E-03 8.32838897217E-03 8.32357620464E-03 8.30485994775E-03 8.33635303335E-03 8.34731339046E-03 8.40528639794E-03 8.31380681966E-03 8.29048199224E-03 8.39731003199E-03 8.36701922795E-03 8.39664362032E-03
../LO/LOjob/110/00/WpJ.WpJ_LO.LO.ht_full.s11000.tab.gz 8.52664167248E-03 8.34412832745E-03 8.32773793828E-03 8.33397507725E-03 8.32813246677E-03 8.33283977991E-03 8.32430326716E-03 8.34619041715E-03 8.31437131360E-03 8.32840628693E-03 8.33708803396E-03 8.32731824492E-03 8.33432911237E-03 8.33679348779E-03 8.34969564992E-03 8.41021624238E-03 8.32393063329E-03 8.31313284778E-03 8.46383706930E-03 8.47069413990E-03 8.30140058500E-03
../LO/LOjob/058/00/WpJ.WpJ_LO.LO.ht_full.s5800.tab.gz 8.63920199481E-03 8.32842103869E-03 8.33845667813E-03 8.34306166063E-03 8.33392093446E-03 8.32128941613E-03 8.34004193997E-03 8.31349869865E-03 8.34751316280E-03 8.34487824011E-03 8.33656084981E-03 8.34716057462E-03 8.33255400915E-03 8.31453337786E-03 8.33324637852E-03 8.39989730051E-03 8.32213984644E-03 8.32338365196E-03 8.38844459412E-03 8.29829187180E-03 8.32264374640E-03
../LO/LOjob/008/00/WpJ.WpJ_LO.LO.ht_full.s800.tab.gz 8.44295415208E-03 8.31584773466E-03 8.34557070064E-03 8.34033929817E-03 8.33653382708E-03 8.32815547648E-03 8.34055867952E-03 8.34020591229E-03 8.33829937900E-03 8.33096658917E-03 8.33138701880E-03 8.33163673521E-03 8.34655636537E-03 8.33264526566E-03 8.33438712358E-03 8.41635766384E-03 8.33918296087E-03 8.34393989496E-03 8.35619632042E-03 8.30606448503E-03 8.38735883433E-03
../LO/LOjob/046/00/WpJ.WpJ_LO.LO.ht_full.s4600.tab.gz 8.47608114363E-03 8.33420143239E-03 8.32554971276E-03 8.33259150484E-03 8.33637411903E-03 8.33067877241E-03 8.34518186686E-03 8.32296057180E-03 8.33271016644E-03 8.33476806295E-03 8.34024396345E-03 8.32372194792E-03 8.32412646722E-03 8.33092642383E-03 8.32813905718E-03 8.39974722632E-03 8.35051152387E-03 8.34835385038E-03 8.42775721814E-03 8.21606698303E-03 8.42668573381E-03
../LO/LOjob/088/00/WpJ.WpJ_LO.LO.ht_full.s8800.tab.gz 8.48450156429E-03 8.35295668646E-03 8.33736775327E-03 8.32465643658E-03 8.32498106402E-03 8.33047085365E-03 8.34872862020E-03 8.34649866997E-03 8.33842132096E-03 8.35573024596E-03 8.33594455966E-03 8.34862189603E-03 8.32108813870E-03 8.33627456195E-03 8.31852729460E-03 8.39133400460E-03 8.36816996594E-03 8.34158482071E-03 8.40130469188E-03 8.25919851073E-03 8.35648837815E-03
../LO/LOjob/038/00/WpJ.WpJ_LO.LO.ht_full.s3800.tab.gz 8.50173268594E-03 8.32817771288E-03 8.33647875825E-03 8.32684309897E-03 8.33513551263E-03 8.33661326143E-03 8.32517614558E-03 8.32417620132E-03 8.32357672972E-03 8.31569296727E-03 8.34473444947E-03 8.32087693043E-03 8.34957591427E-03 8.33870450406E-03 8.33391939356E-03 8.39918149212E-03 8.32848923014E-03 8.31799336178E-03 8.37945808338E-03 8.39725530545E-03 8.55157366965E-03
../LO/LOjob/109/00/WpJ.WpJ_LO.LO.ht_full.s10900.tab.gz 8.26500725145E-03 8.33196867167E-03 8.33900918661E-03 8.33174174455E-03 8.32884111898E-03 8.34347862170E-03 8.32758886684E-03 8.34043588164E-03 8.32943588989E-03 8.34410408690E-03 8.33245258254E-03 8.34544162699E-03 8.33437878831E-03 8.34678600363E-03 8.33388829957E-03 8.41020358299E-03 8.33111099476E-03 8.34784990380E-03 8.39218203879E-03 8.24414688051E-03 8.39519115984E-03
../LO/LOjob/034/00/WpJ.WpJ_LO.LO.ht_full.s3400.tab.gz 8.21692008749E-03 8.34534978664E-03 8.32675313171E-03 8.33645049584E-03 8.32769531544E-03 8.32898768567E-03 8.33364753666E-03 8.34416222537E-03 8.33374058961E-03 8.33304510698E-03 8.32638766414E-03 8.33746893773E-03 8.34924723154E-03 8.32812404604E-03 8.32615162935E-03 8.42098941426E-03 8.32620521828E-03 8.33350589621E-03 8.45184851333E-03 8.15870440627E-03 8.29926777167E-03
../LO/LOjob/076/00/WpJ.WpJ_LO.LO.ht_full.s7600.tab.gz 8.08780646805E-03 8.31187317291E-03 8.33176989442E-03 8.32869088293E-03 8.32378580220E-03 8.32198808382E-03 8.34168652062E-03 8.32882621044E-03 8.34895096243E-03 8.34302007748E-03 8.30942292032E-03 8.34837872705E-03 8.36086022321E-03 8.33681097979E-03 8.33939159616E-03 8.39322023407E-03 8.34350828424E-03 8.30569517720E-03 8.41664534187E-03 8.35989978926E-03 8.37167060538E-03
../LO/LOjob/072/00/WpJ.WpJ_LO.LO.ht_full.s7200.tab.gz 8.35144640243E-03 8.31150287337E-03 8.32928527307E-03 8.33832062291E-03 8.33522233868E-03 8.33229054820E-03 8.32797756172E-03 8.33395694948E-03 8.35088462424E-03 8.32383410069E-03 8.33678803194E-03 8.33964157657E-03 8.34266568692E-03 8.33662752840E-03 8.32733970140E-03 8.41804444808E-03 8.33396550596E-03 8.36446000393E-03 8.37564005220E-03 8.23313151828E-03 8.33389366652E-03
../LO/LOjob/026/00/WpJ.WpJ_LO.LO.ht_full.s2600.tab.gz 8.30107897926E-03 8.33728517219E-03 8.33276769085E-03 8.34387521388E-03 8.33445065495E-03 8.34061196230E-03 8.33636873564E-03 8.33408890540E-03 8.34728536386E-03 8.34292819034E-03 8.33128923017E-03 8.33189202399E-03 8.33539011844E-03 8.33223034120E-03 8.32886692500E-03 8.38615590903E-03 8.34082730106E-03 8.33751648239E-03 8.40675255161E-03 8.38762097069E-03 8.56670365151E-03
../LO/LOjob/022/00/WpJ.WpJ_LO.LO.ht_full.s2200.tab.gz 8.27524004850E-03 8.35816497967E-03 8.33267920497E-03 8.33748099666E-03 8.33395738799E-03 8.33565938743E-03 8.31142686033E-03 8.32517562352E-03 8.32584845682E-03 8.33072024954E-03 8.34300000490E-03 8.33539938876E-03 8.33981092449E-03 8.33187944666E-03 8.33875189087E-03 8.40894301575E-03 8.33336258496E-03 8.30661749708E-03 8.44166253116E-03 8.33680615614E-03 8.36982490756E-03
../LO/LOjob/064/00/WpJ.WpJ_LO.LO.ht_full.s6400.tab.gz 8.36829775894E-03 8.33947252165E-03 8.32994381096E-03 8.32314366013E-03 8.33038402644E-03 8.33329107866E-03 8.32280157084E-03 8.32966816388E-03 8.33581757990E-03 8.33747554365E-03 8.35239189270E-03 8.32613125272E-03 8.35454839950E-03 8.33395550481E-03 8.34114460633E-03 8.41034484377E-03 8.33723894301E-03 8.28868853014E-03 8.41689350752E-03 8.43071753215E-03 8.45342096288E-03
